doi,paragraph,synthesis_label
10.1016/j.jcou.2021.101470,"To sequentially synthesize the series of CuO/In(OH)3每CNTs catalysts, two-step hydrolysis and precipitation method at mild 80⊥ were designed (Table S1). Briefly, CuO nanoparticles were grown on mildly oxidized CNTs through the hydrolyzation of Cu(OAc)2?2H2O in NaOH ethanol system in the first step. Then In(OH)3 nanoparticles were supported on the as-prepared CuO/CNT surface through the hydrolyzation of InCl3 in NaOH ethanol solution in the second step. YIn was adjusted by the molar ratio of indium chloride and copper acetate. As comparison, pure CuO/CNT or In(OH)3/CNT was fabricated in one single step for use. The detailed recipe for the above mentioned nanoparticles was listed in Table S1. For purpose of evaluating the role of CNTs, the commercial carbon black (CB) was as a support to run a control experiment as comparison (Fig S1).",1
10.1016/j.jcou.2021.101523,"Cu-doped ZIF-8 samples were synthesized following a method pre- viously reported with some modifications [25]. Cu(NO3)2.3H2O and Zn (NO3)2.6H2O precursors were mixed in 40 mL methanol to form a solution A. Cu(NO3)2 to Zn(NO3)2 molar percentage was 10 % (total 3.54 mmol). 2.301 g of 2-methylimidazole was added in 40 mL of methanol to form solution B. Then solution B was added to solution A with continuous stirring under the N2 atmosphere at room temperature and the reaction mixture was stirred for 90 min. The aging of the solution was done for 24 h. Then the precipitate was separated by centrifugation (3500 rpm, 15 min) and washed with methanol 3 times. After that, the material was dried in air overnight and then in a vacuum oven at 70 ?C for 24 h before further use. Samples were also prepared for the molar percentage of Cu(NO3)2 to Zn(NO3)2 of 20 % and 30 % using the same procedure.",1
10.1016/j.jcou.2021.101594,"A simple MOF-derivatised strategy was adopted to obtain Cu/ Cu2O@NG materials, in which MOF-199 was electroreduced to Cu/ Cu2O particles on NG. All electrochemical experiments were performed using a CHI 660D electrochemical station (Shanghai Chenhua Instrument Co., Ltd.). 0.2 M KI aqueous solution was used as the electrolyte solution in all experiments. Typically, 10 mg mixture of MOF-199 and NG (mass ratio = 4:1) were dispersed uniformly in a solution containing 30 米L Nafion? 117 and 60 米L water by ultrasonication for 0.5 h. The suspension of MOF-199 and NG was coated on a carbon paper (area= 1.77 cm2), which was named MOF-199-NG/carbon paper. Then, Cu/ Cu2O@NG-2 was obtained by chronoamperometry at -1.9 V versus reversible hydrogen electrode (vs. RHE) for 5 min by using the MOF199-NG/carbon paper as the working electrode, a platinum mesh as the counter electrode and a saturated calomel electrode (SCE) as the reference electrode. The potential in all the text was referred to RHE and determined using the following equation: E (vs. RHE) = E (vs. SCE) + 0.241 + 0.0591 ℅ pH. The pH of the CO2-saturated KI solution (0.2 M) was 5.17. The synthetic process of Cu/Cu2O@NG-1 and Cu/Cu2O@NG3 was similar to the above procedure, except for the changes in the mass ratios of MOF-199 and NG (9:1, 7:3). Cu/Cu2O was also prepared with the same procedure, except that only MOF-199 was used as precursors.",1
10.1016/j.jechem.2019.03.030,"The electrodeposition of Cu x Au y NWA was carried out in a 106 three-electrode configuration with a piece of gold foil as the work- 107 ing electrode, Ag/AgCl (in saturated KCl solution) as the reference 108 electrode, and a piece of Pt mesh (1 ℅ 2 cm) as the counter elec- 109 trode. A piece of the AAO membrane (used as a template) was 110 tightly stacked on the top of the Au foil and this AAO-masked Au 111 foil working electrode was sealed in a home-made electrode holder 112 (as shown in Fig. S1 in the Supplementary Material) with a cer- 113 tain exposed surface area of 0.985 cm 2 . Before the electrodeposi- 114 tion of Cu x Au y NWA, a thin layer of Au was galvanostatically pre- 115 electrodeposited at the current density of ?0.5 mA cm ?2 for 20 min 116 in a solution containing 0.02 M HAuCl 4 and 0.1 M ethylenediamine 117 on a CHI440C electrochemical workstation (Chenhua, China) to fill 118 the slight gap between the Au foil and AAO membrane. The so- 119 lution for the electrodeposition of Cu x Au y NWAs contained 0.02 M 120 CuSO 4 , 0.2 M glycine, 2 mM HAuCl 4 , and 10 mM ethylenediamine 121 [25] . The pH of the deposition solution was adjusted to ‵7.3 by 122 using 5 M NaOH solution. The Cu x Au y NWAs with various atomic 123 ratios of Cu and Au (i.e., CuAu, Cu 3 Au, and CuAu 3 NWAs) were fab- 124 ricated by using a potentiostatic pulse-electrodeposition method in 125 the same deposition solution but with different deposition param- 126 eters at 25 ～C on an Autolab PGSTAT204 electrochemical worksta- 127 tion (Metrohm). Specifically, in a single cycle of the potentiostatic 128 pulse-electrodeposition of the CuAu NWA, the potential on the 129 working electrode was first set to ?0.45 V for 5 s, then the cell was 130 off for 10 s, and subsequently the potential on the working elec- 131 trode was driven to 0.001 V for 0.05 s. These three potential steps 132 were cycled for 3500 times to accomplish the electrodeposition of 133 the CuAu NWA. The Cu 3 Au and CuAu 3 NWAs were also grown by 134 using the potentiostatic pulse-electrodeposition method except for 135 that the first potential on the working electrode was set to ?0.5 136 and ?0.4 V and the number of the repeating cycles was 30 0 0 and 137 40 0 0, respectively. The Cu x Au y NWAs were fabricated by using the 138 AAO membrane as the sacrificial template, which was removed in 139 1 M NaOH solution after the electrodeposition. For comparison, the 140 Cu 3 Au film was electrodeposited in the same electrolyte at a con- 141 stant potential of ?0.5 V. 142 2.3. Physiochemical characterizations 143",1
10.1016/j.jechem.2020.06.038,"According to the reference [49], the Cu每BTT was prepared following a modified method. CuCl2﹞3H2O (136.0 mg) and H3BTT (142.0 mg) were dissolved in 32.0 mL of N,N?-dimethylformamide (DMF), and magnetically stirred for 30 min to achieve a green suspension. The solution was further transferred to a Teflon-lined autoclave (100 mL) and heated at 120 ～C for 12 h. After cooled down to room temperature, the as-obtained blue crystals were washed with DMF three times and then dried at 100 ～C in an air atmosphere.",1
10.1016/j.jechem.2020.12.032,"For the synthesis, 0.3409 g CuCl2 2H2O was dissolved in 10 mL H2O, then 3 mL ethyl orthosilicate and 1 mL NH3 H2O were added into the complex solution. After violent stirring 15 mins, the mixture solution was immediately transferred into a Teflon-lined stainless steel autoclave. Then, the autoclave was maintained at 100 C for 12 h. After cooling to room temperature, the resulting precipitate was collected by filtration, rinsed with amounts of deionized water and frozen dry. The obtained material was placed in porcelain in the center of a quartz tube furnace and heated at 500 C in air atmosphere with a heating rate of 5 C min 1. The final obtained power was denoted as Cu@nanosilica hybrid. For comparison, the Cu@nanosilica hybrid was further suffered from heat treatment at the higher temperature to make Cu agglomeration and crystallization, which was designed as Cu@nanosilica 700, Cu@nanosilica 900, and Cu@nanosilica 1000.",1
10.1016/j.jelechem.2016.12.029,"Graphene oxide (GO) was synthesized using modified Hummers , methods as described previously [25]. Cuprous oxide (Cu2O) and graphene (GN)/Cu2O nanoparticles were synthesized according to the method described [26]. A 1 mg/ ml GO stock solution was prepared and sonicated for 2 h. Pipette 3 ml GO and dissolved in 15.1 ml ultrapure water followed by ultrasonication for 30 min. Then 0.45 ml 0.1 M CuCl2 and 0.087 g sodium dodecyl sulfate (SDS) were mixed with the above solution under vigorous stirring. After that, 0.9 ml 1 M NaOH was added followed by rapid injection of 4 ml 0.1 M hydroxylammonium chloride (NH2OH.HCl) into the solution mixture and stirred for 30 min. Yellowish brown precipitate was formed, centrifuged and washed with ethanol and water several times to remove the undesirable impurities. Dried in vacuum oven at 40 o C for 18 hours. Cu2O was also prepared by the same procedure as shown in scheme 1. All above chemicals procured from BDH Chemicals Ltd., and used as received without any purification.",1
10.1016/j.jelechem.2020.114750,"Cu and CuxZny electrodes with different zinc contents, roughness factors, and surface morphologies were successfully prepared by electrocycling polished Cu, Cu90Zn10, and Cu75Zn25 electrodes between -1.2 V and 0.7 V, 0,9V, or 1.1V vs. RHE in 0.1 M KHCO3 containing 4 mM KCl. From SEM images, it was observed that nanospheres (for Cu and CuxZny), nanocubes (for Cu and CuxZny) and nanodendrites (for Cu) or nanocauliflowers (for CuxZny) were formed when the oxidation potential was changed from 0.7 V to 0.9 V, and 1.1 V, respectively. Surface roughness was increased when higher oxidation potential limits were applied to the electrodes during the oxidation-reduction treatment (nanocauliflowers~ nanodendrites > nanocubes > nanospheres). The production of C2+ compounds was showed to be influenced by the roughness factor, zinc content, and nanostructure shape. For a given shape, increasing the surface roughness factor led to higher FEs to C2+ compounds. The increase of zinc content in the polished flat electrodes showed to decrease the amount C2+ compounds produced. On the other hand, for OD-electrodes of a given shape, zinc content leads to a higher total FE for C2+. Although both roughness factor and catalyst alloy composition can impact the catalytic performance towards the production of C2+ compounds, the electrode nanostrucure shape showed to be the biggest factor in enhancing C2+ formation. Specifically, nanocube (which preferentially expose {100} facets) covered surfaces of Jo ur l P re -p ro",1
10.1016/j.jelechem.2021.115106,"A methanol (20 mL) solution of di(2-pyridyl) ketone (92 mg, 0.5 mmol) and Cu(ClO4)2﹞6H2O (131 mg, 0.5 mmol) was stirred for 2 h at room temperature under aerobic conditions, then 0.05 mmol of triethylamine was added. After stirring for another 3 h, the resulting purple solution was filtrated. X-ray quality purple crystals were obtained by diffusing diethyl ether into the filtrate. The purple crystals were washed with ether and dried in vacuo. C24H24CuN4O4(ClO4)2﹞2 (CH4O): calcd. C 41.14, H 4.22, N 3.38; found C 41.26, H 4.30, N 7.49.",1
10.1016/j.jmst.2019.08.059,"A piece of silica opal template was horizontally immersed on the bottom of the weighing bottle containing a certain amount of the purified methyl methacrylate (MMA) monomer with an initiator of 1 wt% BPO. Polymerization took place at 40 ～C for 12 h and then increased to 60 ～C for 6 h. After polymerization, the liquid MMA was converted to solid PMMA to complete the filling SiO2 colloidal crystal template, and excess PMMA on the surface of opal was wiped with CH2Cl2. The silica opal spheres were etched for 8 h in a 10 wt% HF solution to obtain a freestanding PMMA inverse opal from the substrate, which floated on the HF liquid surface.",1
10.1016/j.jmst.2019.08.059,"To form a homogeneous templating precursor solution, 8.524 g CuCl2﹞2H2O was dissolved in 10 mL deionized water and ultrasonically dispersed for 30 min at room temperature to adjust the concentration of Cu2+ 5 mol/L. Then, 12.22 g nonionic surfactant Brij 58 (C16H33(OCH2CH2)20OH) was added into the solution to adjust the concentration of Brij 58 to 60 wt% (Brij 58/ (water + Brij 58)). The mixture was stirred at 80 ～C for 12 h to obtain a homogeneous templating precursor solution. The PMMA inverse opal template was then immersed into the precursor solution at 80 ～C for 12 h so that the mixed solution was immersed with the spherical pores of the inverse opal template. After filling the pores with Cu2+, the inverse opal template was carefully removed into a closed container with the reducing agent DMAB (1.0 g) in a small dish. While being maintained at 25 ～C for 1 day, the closed container was full of DMAB vapor, which infiltrated into the pores of the inverse opal template to reduce Jo ur na l P re -p the Cu2+. Immersed with copious amounts of tetrahydrofuran (THF), the PMMA inverse opal was dissolved, and Cu deposition occurred. After rinsing and centrifuging with ample amounts of ultra-pure water and ethanol, the resulting precipitate was dried at 25 ～C in vacuum overnight to obtain the 3D-OMCuSA powder.",1
